Torad 40 Ton Compressor Load Stand
J Singleton
Measured on:
Tuesday, December 18, 2018
3:45:07 PM

2
Test Comments:

Measurements:
Psuc,Tsuc,Pdis,Tdis,Msuc,Mdis,Speed,Pamb,Poil,Moil,Tsuc2,Psuc2,Tdis2,Pdis2,T04,P04,T05,P05,M03,M04,T07,P07,Poil2,Moil2,Power,eta_is,Q_dot,eta_vol,DT_sup,DT_sub,Pressure Ratio,Tamb,Twi,Twe,Bypass Position,Water Pump Speed,MG,SG,ML,SL
psia,F,psia,F,lbm/min,lbm/min,rpm,psia,psia,lbm/min,F,psia,F,psia,F,psia,F,F,lb/min,lb/min,F,psia,psia,lbm/min,kW,,Btu/h,,F,F,,F,F,F,,Hz,,,,
54.967782,65.025140,119.396791,132.570923,55.002883,58.153833,59.388906,12.790175,115.492975,0.518884,64.940298,55.660512,131.422861,117.281728,129.284984,116.168940,73.541187,115.619011,0.001988,0.014121,32.000000,-237.216622,116.289890,0.143405,12.083487,0.619856,272933.823413,0.919031,19.825171,14.620022,2.170590,69.184940,69.750859,82.765911,78.708861,45.904263,81.582278,53.855173,23.010000,12.621453
54.961302,65.015867,119.440567,132.574581,54.936479,58.153738,59.290210,12.789754,115.494408,0.518841,64.929461,55.654417,131.427095,117.284560,129.290187,116.171975,73.541604,115.620252,0.001987,0.014111,32.000000,-237.217042,116.293748,0.143256,12.082912,0.620065,272926.500176,0.919031,19.820679,14.620568,2.171324,69.186464,69.750887,82.763992,78.708861,45.950628,81.582278,53.856335,23.010000,12.619524
54.955776,65.005251,119.462931,132.577989,54.895432,58.153791,59.383153,12.789608,115.496946,0.518583,64.918110,55.647809,131.432504,117.286528,129.296540,116.172035,73.542520,115.623361,0.001988,0.014128,32.000000,-237.217211,116.357946,0.143190,12.089732,0.620466,272920.006889,0.918892,19.815099,14.623877,2.172123,69.185207,69.750849,82.759638,78.708861,45.964893,81.582278,53.855116,23.010000,12.617278
54.949067,64.996949,119.414384,132.580734,54.866941,58.153796,59.350306,12.790295,115.494674,0.258521,64.909571,55.640761,131.437743,117.291802,129.301335,116.172432,73.543333,115.624835,0.001989,0.014126,32.000000,-237.216412,116.328057,0.060266,12.095943,0.620878,272914.068653,0.920518,19.812046,14.624138,2.173176,69.182387,69.751697,82.756382,78.708861,45.947711,81.582278,53.857795,23.010000,12.615477
54.943277,64.987601,119.378486,132.583921,54.838502,58.153770,59.310689,12.788647,115.490507,0.510885,64.898151,55.628898,131.442977,117.291733,129.305949,116.167615,73.543792,115.622318,0.002029,0.014158,32.000000,-237.217975,116.293584,0.142448,12.102908,0.620751,272907.080937,0.919154,19.806735,14.624920,2.173801,69.177362,69.752417,82.752517,78.708861,45.935496,81.582278,53.859290,23.010000,12.613462
54.939953,64.979846,119.383448,132.586095,54.816601,58.153911,59.363840,12.786847,115.490024,0.516766,64.888768,55.623233,131.445689,117.287453,129.308160,116.160130,73.543320,115.623257,0.001996,0.014168,32.000000,-237.219742,116.292920,0.142813,12.105975,0.620207,272901.580457,0.919766,19.804873,14.624913,2.173183,69.173558,69.752339,82.748490,78.708861,45.945331,81.582278,53.860541,23.010000,12.611789
54.935251,64.970479,119.394920,132.587955,54.775854,58.153943,59.323027,12.787476,115.489286,0.516509,64.879121,55.616919,131.448240,117.287775,129.311417,116.156935,73.542878,115.624163,0.001988,0.014151,32.000000,-237.219206,116.297970,0.142487,12.103576,0.619677,272895.692450,0.920465,19.801084,14.623078,2.172759,69.168632,69.751958,82.743851,78.708861,45.965792,81.582278,53.862395,23.010000,12.609733
54.929103,64.963540,119.367076,132.589163,54.797106,58.153953,59.370528,12.785951,115.485307,0.516794,64.872572,55.609672,131.451478,117.284608,129.314834,116.152127,73.543358,115.621040,0.001989,0.014173,32.000000,-237.220630,116.298030,0.142419,12.100052,0.619598,272891.887223,0.919685,19.796522,14.624063,2.172981,69.165869,69.752681,82.740723,78.708861,45.945423,81.582278,53.866503,23.010000,12.608127
54.923235,64.956486,119.379983,132.590725,54.803755,58.153914,59.359993,12.786044,115.482787,0.516499,64.867044,55.605447,131.456157,117.283935,129.317321,116.149743,73.543319,115.620159,0.001998,0.014199,32.000000,-237.220622,116.328347,0.142726,12.101839,0.619863,272887.182830,0.920383,19.791669,14.625001,2.173375,69.162044,69.753492,82.736833,78.708861,45.959779,81.582278,53.871509,23.010000,12.606496
